name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Mandya,2023-05-26,32,23.1,27.2,33.4,23.1,28.1,20.2,67.1,0.3,100,8.33,rain,0,0,29.2,18.4,259.2,1013.9,70.3,14.7,295.5,25.5,10,30,2023-05-26 5:56:11,2023-05-26 18:42:52,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-05-27,32,23,27.3,33.4,23,27.9,19.4,63.6,0.3,100,8.33,rain,0,0,26.6,16.6,256.4,1012.7,52.1,15.5,320.5,27.8,10,10,2023-05-27 5:56:06,2023-05-27 18:43:09,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-05-28,34,23.9,27.5,35.7,23.9,28,19.2,62.2,0.1,100,4.17,rain,0,0,31.7,18.4,260.8,1011.1,40.7,15.5,260.2,22.5,10,10,2023-05-28 5:56:03,2023-05-28 18:43:27,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-05-29,35,23.8,28.5,36.8,23.8,29.5,19.2,58.5,1.2,100,16.67,rain,0,0,39.2,25.9,355.7,1010.7,56,16.2,292.7,25.3,10,10,2023-05-29 5:56:00,2023-05-29 18:43:44,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-05-30,34.9,22.3,28,34.6,22.3,28.3,18.2,58.9,10.4,100,37.5,rain,0,0,24.5,17.6,269.1,1010.2,72.4,20,283.8,24.6,9,10,2023-05-30 5:55:58,2023-05-30 18:44:02,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-05-31,33,23.3,27.2,33.9,23.3,27.8,19.4,64.3,0.1,100,4.17,rain,0,0,32.8,18.4,247.7,1011.3,69,17,296.3,25.6,10,10,2023-05-31 5:55:57,2023-05-31 18:44:19,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43291099999,remote,VOMY"
Mandya,2023-06-01,30,24,26.4,33.2,24,27.2,20.6,70.8,2.4,100,25,rain,0,0,39.2,21.2,257.3,1011.7,74.8,15.1,271.8,23.5,10,30,2023-06-01 5:55:57,2023-06-01 18:44:37,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,VOMY"
Mandya,2023-06-02,33,22.7,26.7,35.2,22.7,27.5,20.1,68.3,0.5,100,12.5,rain,0,0,35.3,19.8,256.4,1011.9,69.6,15.6,234.5,20.2,9,30,2023-06-02 5:55:58,2023-06-02 18:44:55,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-06-03,35,22.9,27.5,36.4,22.9,28.4,19.7,65,0.4,100,12.5,rain,0,0,35.6,19.4,243.2,1011.1,60.3,16.2,286.5,24.7,9,30,2023-06-03 5:55:59,2023-06-03 18:45:13,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-06-04,32,22.1,26.2,34.1,22.1,27,20,70,1.3,100,25,rain,0,0,37.4,19.4,262.8,1011.5,74,15.6,260.9,22.7,10,10,2023-06-04 5:56:01,2023-06-04 18:45:30,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,remote,VOMY"
Mandya,2023-06-05,32.5,22.3,26.3,34.3,22.3,27.2,20.4,71.6,20.3,100,37.5,rain,0,0,36.7,24.5,253.8,1010.7,63.6,13.9,261.9,22.8,10,10,2023-06-05 5:56:04,2023-06-05 18:45:48,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-06-06,33,22.4,27.2,33.9,22.4,27.7,19.6,65.9,2.6,100,25,rain,0,0,34.9,18.4,247.6,1010.5,77,15.7,247.3,21.2,10,30,2023-06-06 5:56:08,2023-06-06 18:46:05,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-06-07,32,22.8,26.7,34.1,22.8,27.5,20.5,70.4,1.2,100,16.67,rain,0,0,44.6,27.7,249.8,1010.9,56.8,16,277.3,24.1,10,30,2023-06-07 5:56:12,2023-06-07 18:46:23,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,VOMY"
Mandya,2023-06-08,32,22.8,26.7,34.1,22.8,27.5,20.2,68.9,1.8,100,8.33,rain,0,0,44.6,29.5,250,1011.1,76.1,16.6,227.3,19.8,8,30,2023-06-08 5:56:17,2023-06-08 18:46:40,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-06-09,32,22.7,26.4,33.4,22.7,27.1,19.9,69,0.3,100,12.5,rain,0,0,45.4,27.7,256,1010.6,72.3,16.3,263.3,22.8,10,10,2023-06-09 5:56:23,2023-06-09 18:46:57,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-06-10,29,21.8,25.1,30.7,21.8,25.7,19.5,71.3,0,0,0,,0,0,50,29.5,253.2,1009.9,68.6,16,272.4,23.6,9,10,2023-06-10 5:56:29,2023-06-10 18:47:14,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43289099999,43291099999,remote,VOMY"
Mandya,2023-06-11,30,22.3,25.6,31.9,22.3,26.3,20.2,72.6,0.3,100,12.5,rain,0,0,37.8,22.3,253.4,1009.6,76.3,16,261.8,22.6,10,10,2023-06-11 5:56:36,2023-06-11 18:47:31,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-06-12,32,22.2,26.5,34.1,22.2,27.3,19.8,68.3,0.1,100,4.17,rain,0,0,44.6,27,258.5,1008.5,66.7,17.2,250.3,21.4,10,10,2023-06-12 5:56:44,2023-06-12 18:47:47,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-06-13,31,22,26.1,32.9,22,26.9,19.9,69.8,0,0,0,,0,0,42.5,27.7,253.4,1010.2,59.7,15.9,280.5,24.2,10,10,2023-06-13 5:56:53,2023-06-13 18:48:04,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43289099999,43291099999,remote,VOMY"
Mandya,2023-06-14,31,21.8,25.9,32.9,21.8,26.6,19.7,69.7,0.3,100,12.5,rain,0,0,42.5,27.7,265.3,1011.8,42.5,15.2,239.5,20.7,10,10,2023-06-14 5:57:02,2023-06-14 18:48:20,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-06-15,34,21.9,26.9,34.1,21.9,27.8,19.8,67,0,0,0,,0,0,36.7,24.4,270.7,1011.6,54,16.6,316.8,27.6,10,10,2023-06-15 5:57:11,2023-06-15 18:48:35,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,VOMY,43263099999"
Mandya,2023-06-16,32,22.1,26.9,33.4,22.1,27.6,19.3,64.4,0,0,0,,0,0,38.9,29.9,260.1,1010.6,45.9,16.7,316,27.4,10,10,2023-06-16 5:57:21,2023-06-16 18:48:51,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-06-17,32,22.1,26.7,32.8,22.1,27.1,19,64.5,0.4,100,12.5,rain,0,0,41.8,20.5,260.7,1010.8,56.8,15.8,278.6,24.2,10,10,2023-06-17 5:57:32,2023-06-17 18:49:06,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-06-18,30,21.7,25.5,31.3,21.7,25.9,19.7,71.8,26.1,100,41.67,rain,0,0,33.8,20.2,261.2,1010.6,85,14.4,214.5,18.4,9,10,2023-06-18 5:57:43,2023-06-18 18:49:20,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-06-19,31,22.3,25.5,32.9,22.3,26,20.5,75.6,8.5,100,45.83,rain,0,0,36,23.4,248.7,1009.7,73.7,13.5,177.1,15.2,8,30,2023-06-19 5:57:55,2023-06-19 18:49:34,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,remote,VOMY,43263099999"
Mandya,2023-06-20,30,21.4,24.7,32.5,21.4,25.2,20.7,79.8,12,100,37.5,rain,0,0,37.1,18.7,263.8,1008.8,90.4,12.9,66.5,5.8,2,10,2023-06-20 5:58:07,2023-06-20 18:49:48,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-06-21,29,23,24.4,31.3,23,24.8,21,81.6,4.2,100,29.17,rain,0,0,29.5,22.3,270.1,1009.1,90.6,15.6,92,7.8,7,10,2023-06-21 5:58:19,2023-06-21 18:50:02,0.1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-06-22,31,22.4,25.9,32.9,22.4,26.5,20.4,73.4,2,100,37.5,rain,0,0,40.7,18.4,257.4,1009.3,81.7,15.8,188.3,16.2,8,30,2023-06-22 5:58:32,2023-06-22 18:50:14,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-06-23,30,22.3,24.5,31.3,22.3,24.8,20.2,77.6,2.5,100,29.17,rain,0,0,32.4,20.5,256.8,1010.5,82.4,14.5,205.3,17.8,9,10,2023-06-23 5:58:46,2023-06-23 18:50:27,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,VOMY"
Mandya,2023-06-24,29,21.4,24.5,29.8,21.4,24.9,19.3,73.8,0.2,100,8.33,rain,0,0,40.7,27.7,249.8,1010,84.7,15.9,165.5,14.4,7,10,2023-06-24 5:58:59,2023-06-24 18:50:39,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"remote,VOMY"
Mandya,2023-06-25,29,21.1,24.7,30.2,21.1,25.1,19.5,73.9,0.1,100,4.17,rain,0,0,38.2,24.1,257,1009.6,82.2,16.4,203.2,17.5,9,10,2023-06-25 5:59:14,2023-06-25 18:50:50,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-06-26,28,21.5,24.5,29.2,21.5,24.9,18.9,71.7,0.1,100,4.17,rain,0,0,37.1,27.7,264.2,1010.6,90,15.8,188.3,16.2,8,10,2023-06-26 5:59:28,2023-06-26 18:51:01,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-06-27,28,22,24.4,29.6,22,24.6,19.4,74.1,0.2,100,8.33,rain,0,0,39.2,27.7,242.6,1010.6,86.7,15.3,250,21.5,9,10,2023-06-27 5:59:43,2023-06-27 18:51:11,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-06-28,29,21.6,24.9,30.7,21.6,25.2,19.3,72,0.4,100,16.67,rain,0,0,48.6,27.7,261.1,1011.7,82.1,16.8,246.9,21.3,8,10,2023-06-28 5:59:58,2023-06-28 18:51:20,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,VOMY"
Mandya,2023-06-29,27.5,22.2,24.3,28.4,22.2,24.4,19.3,73.7,0.3,100,4.17,rain,0,0,53.6,33.5,257.7,1012.3,82.6,15.1,224,19.5,9,10,2023-06-29 6:00:13,2023-06-29 18:51:29,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-06-30,30,22,25.6,31.8,22,26.2,19.4,69.5,1.3,100,12.5,rain,0,0,37.1,25.9,264.8,1011.7,55.7,16.6,247.4,21.4,9,10,2023-06-30 6:00:29,2023-06-30 18:51:37,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-07-01,31,21.8,25.8,31.9,21.8,26.3,19.7,70.8,1.1,100,25,rain,0,0,41,25.9,265.5,1012,55.6,15.5,239.3,20.5,9,10,2023-07-01 6:00:44,2023-07-01 18:51:45,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-07-02,29,22,25.3,30.7,22,25.8,19.4,70.9,0.4,100,8.33,rain,0,0,42.8,26.6,269.9,1011.4,80.8,16.3,227.3,19.6,9,10,2023-07-02 6:01:00,2023-07-02 18:51:52,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,VOMY"
Mandya,2023-07-03,30,22,25,31.3,22,25.3,19.9,74.4,3.2,100,50,rain,0,0,46.4,33.5,263.7,1010,77.6,14.7,78.2,6.9,3,10,2023-07-03 6:01:17,2023-07-03 18:51:58,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-07-04,27,21.5,23.4,28.7,21.5,23.5,20.1,82.4,19,100,62.5,rain,0,0,60.1,29.2,242.3,1008,86.4,12.4,133,11.5,8,10,2023-07-04 6:01:33,2023-07-04 18:52:04,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43289099999,remote,VOMY"
Mandya,2023-07-05,28,20.6,22.6,29.2,20.6,22.7,19.7,84.1,13.1,100,70.83,rain,0,0,52.6,29.5,254.6,1007.3,95.5,15.1,32.7,2.8,2,10,2023-07-05 6:01:49,2023-07-05 18:52:08,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43289099999,remote,VOMY"
Mandya,2023-07-06,25,20.2,22,25,20.2,22,20.1,89.2,6.9,100,70.83,rain,0,0,51.8,20.9,252.8,1009.9,94.6,13.5,39.2,3.5,1,10,2023-07-06 6:02:05,2023-07-06 18:52:12,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43291099999,remote,VOMY"
Mandya,2023-07-07,28.1,20.6,23.1,29.3,20.6,23.1,20.1,83.6,2.8,100,41.67,rain,0,0,45,32.8,246.7,1011.3,93.2,16.4,204.1,17.8,8,10,2023-07-07 6:02:22,2023-07-07 18:52:16,0.63,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"remote,VOMY"
Mandya,2023-07-08,27,21.4,23.5,28.7,21.4,23.7,20.1,81.4,0,0,0,,0,0,39.2,22.3,253.6,1012.4,86.3,15.9,115,9.9,6,10,2023-07-08 6:02:38,2023-07-08 18:52:18,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43289099999,remote,VOMY"
Mandya,2023-07-09,28.6,20.9,24.4,30.6,20.9,24.9,20.2,78.3,3,100,25,rain,0,0,33.5,19.1,261.5,1011.6,76.2,15.9,254,21.7,9,10,2023-07-09 6:02:55,2023-07-09 18:52:20,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-07-10,29,22,24.9,31.3,22,25.4,20.6,77.7,2.6,100,37.5,rain,0,0,32,18.4,256.3,1010.8,92.5,15.8,201.3,17.4,8,10,2023-07-10 6:03:12,2023-07-10 18:52:20,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-07-11,29,22,24.7,30.7,22,25.1,20,76.1,6.3,100,58.33,rain,0,0,44.6,27.7,259.6,1010.7,86.6,12.4,189.9,16.4,8,10,2023-07-11 6:03:28,2023-07-11 18:52:20,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,remote,VOMY"
Mandya,2023-07-12,30,21.6,25.4,31.8,21.6,25.9,19.9,73,1.2,100,16.67,rain,0,0,36.7,23.8,257.3,1010.2,65.4,15.1,261.6,22.6,9,10,2023-07-12 6:03:44,2023-07-12 18:52:20,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-07-13,28,22.3,24.5,30.6,22.3,24.9,20.1,77.1,5.4,100,50,rain,0,0,48.2,25.9,252,1010.5,80.5,16.3,209.1,18.1,9,10,2023-07-13 6:04:01,2023-07-13 18:52:18,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-07-14,28,21.7,24.3,30,21.7,24.6,19.6,75.7,0.1,100,4.17,rain,0,0,44.6,27.7,264.4,1012,77.8,15.8,184.1,15.9,7,10,2023-07-14 6:04:17,2023-07-14 18:52:15,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-07-15,30.1,21.1,24.8,32.5,21.1,25.4,19.9,74.8,0,0,0,,0,0,36.7,24.1,258.6,1011.7,65.8,15.5,231.8,20,9,10,2023-07-15 6:04:33,2023-07-15 18:52:12,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-07-16,29,22,24.6,31.3,22,24.9,19.7,74.8,0,0,0,,0,0,57.6,27.7,266.2,1011.2,93.4,15.2,227.4,19.6,10,10,2023-07-16 6:04:49,2023-07-16 18:52:08,0.95,Overcast,Cloudy skies throughout the day.,cloudy,"43289099999,remote,VOMY"
Mandya,2023-07-17,29,21.8,24.7,31.3,21.8,25.1,19.7,74.5,0,0,0,,0,0,38.5,22.7,252.6,1011,75.7,15.8,264.1,22.7,9,10,2023-07-17 6:05:05,2023-07-17 18:52:03,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,VOMY"
Mandya,2023-07-18,28,21.4,24.3,29.2,21.4,24.7,19.1,73.2,0,0,0,,0,0,45,33.5,254.4,1010.5,82.5,15.8,297.5,25.8,10,10,2023-07-18 6:05:21,2023-07-18 18:51:57,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43289099999,43291099999,remote,VOMY"
Mandya,2023-07-19,28,21.4,24.4,29.6,21.4,24.9,19,72.2,0.3,100,12.5,rain,0,0,55.4,33.5,252.9,1008.8,85.1,15.4,165,14.1,5,10,2023-07-19 6:05:36,2023-07-19 18:51:50,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-07-20,28,21.3,24.5,29.6,21.3,24.9,19,71.8,0,0,0,,0,0,55.4,46.4,251.9,1009,86.5,15.7,271.9,23.5,10,10,2023-07-20 6:05:52,2023-07-20 18:51:42,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-07-21,29,21.3,24.6,30.7,21.3,25,18.8,70.9,0.1,100,4.17,rain,0,0,54.7,33.5,257.5,1009.6,89.5,16.4,193.3,16.6,6,10,2023-07-21 6:06:07,2023-07-21 18:51:34,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-07-22,26,22,23.5,26,22,23.5,19.6,79.2,2.3,100,41.67,rain,0,0,59,29.5,256.3,1011.8,91.8,14.5,150.3,12.9,7,10,2023-07-22 6:06:21,2023-07-22 18:51:24,0.15,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43291099999,remote,VOMY"
Mandya,2023-07-23,25,21.9,23.1,25,21.9,23.1,20.5,85.6,3.2,100,45.83,rain,0,0,56.2,24.8,257,1011.4,93.9,13.9,77.8,6.7,3,10,2023-07-23 6:06:36,2023-07-23 18:51:14,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-07-24,24.7,21.5,22.5,24.7,21.5,22.5,20.3,87.4,8.6,100,54.17,rain,0,0,49.7,27.4,252.7,1011,94.5,13.4,58.9,5.2,4,10,2023-07-24 6:06:50,2023-07-24 18:51:02,0.22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-07-25,25,21,22.1,25,21,22.1,19.7,86.6,4.9,100,62.5,rain,0,0,51.1,27.7,258.5,1011.2,95.3,14.9,42.2,3.6,2,10,2023-07-25 6:07:04,2023-07-25 18:50:50,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-07-26,25,20.9,22,25,20.9,22,19.7,87,13.8,100,58.33,rain,0,0,51.8,22.7,259.3,1012.3,94.5,15.4,45.3,4,2,10,2023-07-26 6:07:18,2023-07-26 18:50:37,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"remote,VOMY"
Mandya,2023-07-27,27,20.8,23,28.4,20.8,23.1,19.3,79.8,0.2,100,8.33,rain,0,0,47.9,33.5,270.8,1012.3,93.7,16,161.1,13.8,6,10,2023-07-27 6:07:31,2023-07-27 18:50:23,0.32,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-07-28,28,20.9,23.9,29.6,20.9,24.2,19.2,75.4,0.2,100,8.33,rain,0,0,47.9,27.7,265.6,1012,73.4,15.6,197.9,17.2,7,10,2023-07-28 6:07:45,2023-07-28 18:50:08,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-07-29,28,20.8,24.1,29.6,20.8,24.3,18.8,73.1,0,0,0,,0,0,39.2,29.5,279,1012.4,64,16.8,221.9,19,8,10,2023-07-29 6:07:57,2023-07-29 18:49:53,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43291099999,remote,VOMY,43263099999"
Mandya,2023-07-30,28,20.6,24.5,29.2,20.6,24.9,19,72.3,0,0,0,,0,0,40.7,31.7,274.5,1011.7,49.8,16.2,271.1,23.3,10,10,2023-07-30 6:08:10,2023-07-30 18:49:36,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-07-31,29,21.2,24.3,30.7,21.2,24.7,19.5,75,0,0,0,,0,0,42.5,24.1,265.1,1011.5,72.6,15,190.6,16.7,9,10,2023-07-31 6:08:22,2023-07-31 18:49:18,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43291099999,remote,VOMY,43263099999"
Mandya,2023-08-01,30,21.4,25.2,30.8,21.4,25.5,18.4,67.4,0,0,0,,0,0,44.6,29.5,270.5,1011.9,82.5,16.6,238.6,20.7,9,10,2023-08-01 6:08:34,2023-08-01 18:49:00,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43291099999,remote,VOMY,43263099999"
